UF,UF,MUNICÍPIO,CNPJ,FARMÁCIA,ENDEREÇO,BAIRRO,Data do Credenciamento
PR,4119905,PONTA GROSSA,79.430.682/0042-09,FARMACIA E DROGARIA NISSEI S.A, FRANCISCO DEROSSO 4474 ,ALTO BOQUEIRAO,02/09/2010
PR,4119905,PONTA GROSSA,79.430.682/0045-43,FARMACIA E DROGARIA NISSEI S.A," BARAO DO RIO BRANCO, 17  ",CENTRO,18/02/2008
PR,4119905,PONTA GROSSA,79.430.682/0046-24,FARMACIA E DROGARIA NISSEI S.A," AV FERNANDES PINHEIRO, 302  ",CENTRO,02/09/2010
PR,4119905,PONTA GROSSA,79.430.682/0063-25,FARMACIA E DROGARIA NISSEI S.A," RUA VISCONDE DE MAUA, 1445  ",OFICINAS,06/10/2010
PR,4119905,PONTA GROSSA,79.430.682/0077-20,FARMACIA E DROGARIA NISSEI S.A, MAJOR VIEIRA 555 ,CENTRO,25/01/2011
PR,4119905,PONTA GROSSA,79.430.682/0171-06,FARMACIA E DROGARIA NISSEI S.A, MAURICIO DE NASSAU 38 ,NOVA RUSSIA,21/11/2012
PR,4119905,PONTA GROSSA,79.444.717/0001-82,FARMACIAS FLEMING LTDA, AVENIDA ERNESTO VILELA Nº1012  ,NOVA RUSSIA,21/06/2007
PR,4119905,PONTA GROSSA,79.444.717/0002-63,FARMACIAS FLEMING LTDA, PRAÇA BARÃO DO RIO BRANCO Nº284  ,CENTRO,21/06/2007
PR,4119905,PONTA GROSSA,79.444.717/0003-44,FARMACIAS FLEMING LTDA," DO ROSARIO, 881  ",CENTRO,11/09/2009
PR,4119905,PONTA GROSSA,79.444.717/0004-25,FARMACIAS FLEMING LTDA," RUA CORONEL CLAUDIO, 48  ",CENTRO,08/12/2010
PR,4119905,PONTA GROSSA,79.444.717/0006-97,FARMACIAS FLEMING LTDA, AVENIDA VICENTE MACHADO Nº301  ,CENTRO,21/06/2007
PR,4119905,PONTA GROSSA,79.444.717/0007-78,FARMACIAS FLEMING LTDA," AVENIDA GENERAL CARLOS CAVALCANTI, Nº 1288-A  ",UVARANAS,11/09/2009
PR,4119905,PONTA GROSSA,79.444.717/0008-59,FARMACIAS FLEMING LTDA, AVENIDA VISCONDE DE MAUA Nº1331  ,OFICINAS,21/06/2007
PR,4119905,PONTA GROSSA,79.444.717/0009-30,FARMACIAS FLEMING LTDA, AVENIDA MONTEIRO LOBATO Nº 1153-A  ,J CARVALHO,21/06/2007
PR,4119905,PONTA GROSSA,79.444.717/0010-73,FARMACIAS FLEMING LTDA, PARANA 443 ,CENTRO,21/06/2007
PR,4119905,PONTA GROSSA,79.444.717/0012-35,FARMACIAS FLEMING LTDA," AV BALDUINO TAQUES,1140  ",CENTRO,21/06/2007
PR,4119905,PONTA GROSSA,79.444.717/0013-16,FARMACIAS FLEMING LTDA, AV CARLOS CALVACANTI  Nº3125  ,UVARANAS,21/06/2007
PR,4119905,PONTA GROSSA,79.444.717/0015-88,FARMACIAS FLEMING LTDA, RUA NICOLAU KLUPPEL NETO  ,CONTORNO,21/06/2007
PR,4119905,PONTA GROSSA,79.444.717/0018-20,FARMACIAS FLEMING LTDA, VISCONDE DE TAUNAY 565 TERREO.,CENTRO,16/09/2013
PR,4119905,PONTA GROSSA,79.444.717/0019-01,FARMACIAS FLEMING LTDA," AV VISCONDE DE MAUA, 2213  ",OFICINAS,16/09/2013
PR,4119905,PONTA GROSSA,79.444.717/0020-45,FARMACIAS FLEMING LTDA," AV BALDUINO TAQUES, 505 - ANEXO SALA 507  ",VILA ESTRELA,16/09/2013
PR,4119905,PONTA GROSSA,79.444.717/0021-26,FARMACIAS FLEMING LTDA, PARANA 116 TERREOTERREO,CENTRO,22/08/2014
PR,4119905,PONTA GROSSA,79.444.717/0022-07,FARMACIAS FLEMING LTDA, RUA DOUTOR JAMIL MUSSI 29  ,JARDIM CARVALHO,22/08/2014
PR,4119905,PONTA GROSSA,80.267.339/0001-98,MAURICIO TAQUES MARGRAF & CIA LTDA," RUA ANTONIO VIEIRA, Nº 790 - SALA A  ",ORFANS,24/08/2006
PR,4119905,PONTA GROSSA,81.257.057/0001-72,MAGISTRALIS DISPENSACAO FARMACEUTICA LTDA," AV. CARLOS CAVALCANTI, Nº 1854  ",UVARANAS,25/10/2013
PR,4119905,PONTA GROSSA,84.683.481/0184-67,CIA LATINO AMERICANA DE MEDICAMENTOS," RUA CORONEL CLAUDIO, 89  ",CENTRO,06/05/2011
PR,4119905,PONTA GROSSA,84.683.481/0217-60,CIA LATINO AMERICANA DE MEDICAMENTOS," RUA JACOB HOLZMANN, 333 - Sala 02  ",OLARIAS,06/11/2013
PR,4119905,PONTA GROSSA,84.847.763/0001-62,PANATO & CIA LTDA," AVENIDA SOUZA NAVES, Nº 2913  ",SABARA,25/01/2011
PR,4119905,PONTA GROSSA,84.936.384/0001-49,FARMACIA ARCOVERDE WOSIACK LTDA," AV DR. FRANCISCO BURZIO, 753 - SALA A  ",CENTRO,08/10/2014
PR,4119954,PONTAL DO PARANA,04.570.597/0001-60,M. P. B DA SILVA & CIA LTDA," RODOVIA PR 412, Nº 5720, IPANEMA  ",CENTRO,12/03/2010
PR,4119954,PONTAL DO PARANA,07.418.258/0001-51,DROGARIA MAR & MAR LTDA," AV BEIRA MAR, 1380  ",BALNEARIO PONTAL DO SUL,30/12/2013
PR,4119954,PONTAL DO PARANA,08.791.530/0001-07,FABIANA ARAUJO DA SILVA," AV PARANAGUA, ESQ. COM SEBASTIAO CABOTO, S/N  ",BAL. SHANGRI-LA,09/09/2014
PR,4119954,PONTAL DO PARANA,72.251.036/0003-10,MATINHOS - COMERCIO DE MEDICAMENTOS LTDA, PR 412  ,BALNEARIO PRAIA DE LESTE,06/11/2013
PR,4119954,PONTAL DO PARANA,79.430.682/0020-95,FARMACIA E DROGARIA NISSEI S.A, RUA IVAI Nº36  ,PRAIA DE LESTE,18/02/2008
PR,4119954,PONTAL DO PARANA,93.514.404/0001-84,C. BRUNHERI E CIA LTDA, ROD PR 412 (ENGENHEIRO DARCI GOMES DE MORAES 2596 LOJA  ,BALNEARIO SANTA TEREZINHA,24/10/2014
PR,4120002,PORECATU,02.382.670/0001-45,"BARRUECO, DALE VEDOVE & CIA LTDA"," RUA PARANAGUA, 937   ",CENTRO,08/04/2010
PR,4120002,PORECATU,02.452.960/0001-18,RODRIGO FABRI DE GASPARI LTDA," RUA IGUAÇU , 1328   ",CENTRO,06/11/2006
PR,4120002,PORECATU,05.392.606/0001-33,FARMACIA JOTAGI LTDA," RUA BELO HORIZONTE, N° 493 - A  ",CENTRO,23/10/2013
PR,4120002,PORECATU,09.072.583/0001-30,FARMACIA TEIXEIRA LTDA," RUA BELO HORIZONTE, 493  ",CENTRO,20/08/2010
PR,4120002,PORECATU,68.845.197/0001-01,FARMACIA DROGANOVA DE PORECATU LTDA, URBANO LUNARDELLI  ,CENTRO,10/09/2015
PR,4120200,PORTO RICO,76.973.536/0001-55,JUNQUEIRA & PEREIRA LTDA," AVENIDA JOAO CARRARO, 292, TERREO  ",CENTRO,18/08/2011
PR,4120309,PORTO VITORIA,09.362.157/0001-31,CLAYTON UBIRATAN RIBEIRO," AVENIDA REYNALDO FREDERICO GAEBLER, 545, SALA  ",CENTRO,21/09/2011
PR,4120309,PORTO VITORIA,10.552.822/0001-39,W. M. COMERCIO DE MEDICAMENTOS LTDA, HERNANN SCHIEFFELBEIN  ,SANTO ANTONIO,05/09/2014
PR,4120333,PRADO FERREIRA,00.991.192/0001-45,DROGARIA VIDA E SAUDE LTDA," SAO PAULO, Nº 20  ",CENTRO,02/10/2009
PR,4120333,PRADO FERREIRA,04.170.567/0001-67,LUCIANA BERTIN DE BRITO, RUA SAO PAULO 240   ,CENTRO,21/12/2012
PR,4120358,PRANCHITA,00.118.126/0001-65,FURLANETTO & NAKA LTDA," JULIO GIONGO, 261, SALA 02  ",CENTRO,26/11/2009
PR,4120358,PRANCHITA,81.703.837/0001-07,FARMACIA RIO CLARO LTDA," AV RIO CLARO, 242 - CASA  ",CENTRO,03/11/2014
PR,4120408,PRESIDENTE CASTELO BRANCO,05.618.943/0001-04,FIGUEMARQUES COMERCIO DE MEDICAMENTOS LTDA," AVENIDA JULIO FACCIN, 101   ",CENTRO,24/04/2015
PR,4120507,PRIMEIRO DE MAIO,01.688.699/0001-97,HENRIQUE FRANCISCO LEANDRO & CIA LTDA," rua NOVE, 691  ",CENTRO,23/10/2009
PR,4120507,PRIMEIRO DE MAIO,04.932.630/0001-55,JAIR ROGERIO GONSALES," RUA NOVE, Nº 985  ",CENTRO,25/01/2010
PR,4120507,PRIMEIRO DE MAIO,07.269.457/0001-45,GUERRA & HASHIMOTO MEDICAMENTOS LTDA," RUA DEZESSEIS, Nº 451 - A   ",CENTRO,29/08/2007
PR,4120507,PRIMEIRO DE MAIO,17.513.100/0001-14,BONDEZAN & MAGNANI LTDA, NOVE  ,CENTRO,30/12/2013
PR,4120507,PRIMEIRO DE MAIO,78.027.604/0001-19,G. ANIZELLI LTDA," RUA NOVE, Nº 721  ",CENTRO,24/10/2007
PR,4120606,PRUDENTOPOLIS,02.859.607/0001-57,DENILSON L. CAVASSIM & CIA. LTDA," RUA RUI BARBOSA, Nº1141  ",CENTRO,23/07/2007
PR,4120606,PRUDENTOPOLIS,02.859.607/0006-61,DENILSON L. CAVASSIM & CIA. LTDA, RUA XII DE AGOSTO 850  ,CENTRO,17/12/2013
PR,4120606,PRUDENTOPOLIS,03.882.590/0001-11,REGINALDO RIBEIRO & ALMIR JOSE RIBEIRO LTDA," AVENIDA SAO JOAO, 2242 - SALA 01  ",CENTRO,24/08/2011
PR,4120606,PRUDENTOPOLIS,05.250.785/0002-55,FARMACIA FARMANOSSA LTDA," AVENIDA SAO JOAO, 2.520 - SALA 02  ",CENTRO,17/07/2015
PR,4120606,PRUDENTOPOLIS,05.371.886/0001-01,MATRIZ FARMA LTDA, AVENIDA SAO JOAO 2520 SALA 03  ,CENTRO,05/09/2014
PR,4120606,PRUDENTOPOLIS,05.580.860/0001-65,LEOMAR KACZAROUSKI & CIA LTDA," RUA BARBOSA,994  ",CENTRO,20/08/2010
PR,4120606,PRUDENTOPOLIS,12.027.896/0001-81,FARMACK MEDICAMENTOS E PERFUMARIA LTDA.," RUA MARECHAL DEODORO, 965  ",CENTRO,04/07/2011
PR,4120606,PRUDENTOPOLIS,18.199.411/0001-13,GLORIA TATIANE BOBATO PONTAROLO," R CORONEL JOAO PEDRO MARTINS, Nº 1421  ",CENTRO,11/05/2015
PR,4120606,PRUDENTOPOLIS,72.085.756/0001-91,FARMACIA FARMASSIM LTDA," R RUI BARBOSA, 1141  ",CENTRO,06/10/2010
PR,4120606,PRUDENTOPOLIS,72.085.756/0002-72,FARMACIA FARMASSIM LTDA," RUA SAO JOSAFAT, 682  ",CENTRO,08/12/2010
PR,4120606,PRUDENTOPOLIS,95.378.741/0001-17,ALVORECER FARMACIA LTDA," praca FIRMO MENDES DE QUEIROZ, 490, SALA  ",CENTRO,02/10/2009
PR,4120606,PRUDENTOPOLIS,95.378.741/0002-06,ALVORECER FARMACIA LTDA, SAO JOAO  ,CENTRO,01/04/2015
PR,4120655,QUARTO CENTENARIO,09.313.897/0001-88,FARMACIA DANIFARMA LTDA, AV BANDEIRANTES 688   ,CENTRO,06/12/2013
PR,4120655,QUARTO CENTENARIO,79.690.525/0001-56,FARMACIA SOROCABANA LTDA, BANDEIRANTES  ,CENTRO,26/11/2009
PR,4120705,QUATIGUA,00.455.918/0001-25,COMERCIAL FARMACEUTICA ESTEVAM LTDA," AV DR JOAO PESSOA, 717  ",CENTRO,11/08/2014
PR,4120705,QUATIGUA,04.703.402/0001-03,VSL FARMACIA LTDA," RUA ERNESTO ZANINI, 62  ",CENTRO,25/08/2010
PR,4120705,QUATIGUA,05.514.247/0001-40,GOUVEIA & ZANINI LTDA," DR. JOAO PESSOA, 475  ",CENTRO,23/10/2090
PR,4120804,QUATRO BARRAS,00.949.616/0001-03,COLLERE COMERCIO DE MEDICAMENTOS LTDA.," RUA RUA DAS MISSÕES, 1057  ",JD MENINO DEUS,12/07/2010
PR,4120804,QUATRO BARRAS,04.323.299/0001-76,PANERARI FARMA LTDA," AV. DOM PEDRO II, 114, MD 02  ",CENTRO,04/07/2011
PR,4120804,QUATRO BARRAS,07.294.667/0001-93,GARCIA E PANERARI COMERCIO DE MEDICAMENTOS LTDA," AVENIDA PREFEITO DOMINGOS MOCELIN NETO, 619  ",BORDA DO CAMPO,05/08/2011
PR,4120804,QUATRO BARRAS,07.297.966/0003-43,FARMACIA KALUG LTDA, RUA DOM PEDRO II 85   ,CENTRO,31/12/2013
PR,4120853,QUATRO PONTES,78.574.084/0001-64,HERMINIO SERGIO DASSOLER & CIA LTDA, AVENIDA PRESIDENTE EPITACIO 510  ,CENTRO,11/12/2013
PR,4120853,QUATRO PONTES,78.704.624/0001-87,VALMIR ANTONIO CASSULI & CIA LTDA," AV PRESIDENTE EPITACIO, 708 - SALA   ",CENTRO,07/10/2013
PR,4120903,QUEDAS DO IGUACU,01.016.458/0001-00,F. PEGORARO FARMACIA LTDA," RUA LARANJEIRAS, 1393  ",CENTRO,31/08/2010
PR,4120903,QUEDAS DO IGUACU,01.121.158/0001-82,SANDRI COMERCIO DE MEDICAMENTOS LTDA," CARVALHO, Nº 2750  ",CENTRO,22/07/2009
PR,4120903,QUEDAS DO IGUACU,04.857.155/0001-08,FARMACIA PEQUENO PRECO LTDA," RUA TITO MUFFATO, 2725  ",SANTA CRUZ,08/11/2010
PR,4120903,QUEDAS DO IGUACU,08.305.681/0001-08,RATHIER & SANDRI LTDA," RUA ARAUCÁRIA,388   ",CENTRO,23/07/2007
PR,4120903,QUEDAS DO IGUACU,08.305.681/0002-99,RATHIER & SANDRI LTDA," RUA JUAZEIRO, 942 - TERREO  ",CENTRO,20/12/2012
PR,4120903,QUEDAS DO IGUACU,08.305.681/0003-70,RATHIER & SANDRI LTDA, rua JEQUETIBA 1208 terreo   ,ALTO RECREIO,31/12/2013
PR,4120903,QUEDAS DO IGUACU,09.400.940/0001-42,E. S. FARMACIA LTDA," RUA JUAZEIRO, 1429, TERREO SALA 03  ",CENTRO,06/05/2011
PR,4120903,QUEDAS DO IGUACU,11.169.092/0001-54,FARMACIA PRECO BAIXO DE QUEDAS DO IGUACU LTDA," RUA QUIRI, Nº 1.510 - EDIFÍCIO SOL NASCENTE  ",CENTRO,04/07/2011
PR,4120903,QUEDAS DO IGUACU,13.254.568/0001-80,SMM CHMIEL & CIA LTDA, rua LIMOEIRO 245 SALA  ,CENTRO,14/12/2012
PR,4120903,QUEDAS DO IGUACU,18.602.526/0001-07,M R NIZER & CIA LTDA," AVENIDA INTERLAGOS, 256  ",INTERLAGOS,01/09/2014
PR,4120903,QUEDAS DO IGUACU,19.611.267/0001-43,EDUARDO CHMIEL E CIA LTDA," RUA JUAZEIRO, 1078 - SALA  ",CENTRO,05/09/2014
PR,4120903,QUEDAS DO IGUACU,20.467.534/0001-30,LIDIANE A. MIRANDA LTDA," RUA QUIRI, 1655   ",CENTRO,28/04/2015
PR,4120903,QUEDAS DO IGUACU,85.044.048/0001-54,DROGACENTER SANTANA LTDA," RUA QUIRI, 1535  ",CENTRO,17/04/2009
PR,4120903,QUEDAS DO IGUACU,86.837.507/0001-10,CLAIR MARIA PASSARIN & CIA LTDA, RUA JACARANDA Nº 498  ,CENTRO,29/02/2008
PR,4121000,QUERENCIA DO NORTE,04.617.590/0001-57,"M. ABRANTES, VALLE & CIA LTDA"," RUA WALDEMAR DOS SANTOS, 874, PREDIO/TERREO  ",CENTRO,04/07/2011
PR,4121000,QUERENCIA DO NORTE,07.893.769/0001-25,EDUARDO RAMIRO DAVIES PIERGENTILE," RUA ALEXANDRE ROGLIO, 636  ",CENTRO,06/05/2011
PR,4121000,QUERENCIA DO NORTE,07.926.406/0001-49,"REGINATO, REGINATO FARMACIA LTDA", ANTONIO REGINATO  ,CENTRO,25/11/2010
PR,4121109,QUINTA DO SOL,08.663.745/0001-42,JULIANO TABONI ROSA GOES," Rua VEGA, 568  ",CENTRO,20/09/2012
PR,4121109,QUINTA DO SOL,18.517.216/0001-94,FARMACIA POPULAR DE QUINTA DO SOL LTDA," AV CENTAURO, SN  ",CENTRO/SEDE,24/10/2014
PR,4121208,QUITANDINHA,12.183.700/0001-48,FARINAFARMA LTDA, MARINHO DE ALMEIDA PRADO  ,CENTRO,05/08/2011
PR,4121208,QUITANDINHA,76.002.930/0001-46,FARMACIA NOVA DE QUITANDINHA LTDA," AVENIDA FERNANDES DE ANDRADE, Nº 1308  ",CENTRO,24/10/2007
PR,4121257,RAMILANDIA,04.124.818/0001-77,A.KATIA ZILIO & CIA LTDA," AVENIDA VOLUNTARIOS DA PATRIA, N° 1513 - FARMÁCIA  ",CENTRO,17/06/2011
PR,4121307,RANCHO ALEGRE,00.524.143/0001-00,FARMACIA GARCIA LTDA," RUA PARANÁ, Nº 224  ",CENTRO ,30/03/2009
PR,4121307,RANCHO ALEGRE,04.220.713/0001-11,"BERTANI, SETTE & CIA LTDA", AV BRASIL42 FUNDOS  ,CENTRO,25/03/2008
PR,4121307,RANCHO ALEGRE,13.291.613/0001-77,E. M. R. BARALDI LTDA," RUA XV DE NOVEMBRO, 876  ",CENTRO,26/08/2011
PR,4121307,RANCHO ALEGRE,76.250.869/0001-56,FARMA REIS LTDA," RUA MINAS GERAIS, 307  ",CENTRO,10/01/2011
PR,4121356,RANCHO ALEGRE D'OESTE,07.122.032/0001-09,GASPARELO E SANTOS LTDA," AVENIDA PARANA, 250-B 250-B ",CENTRO,04/07/2011
PR,4121356,RANCHO ALEGRE D'OESTE,10.801.380/0001-17,MOREIRA E PAULA FARMACIA LTDA," AVENIDA PARANA, 469  ",CENTRO,31/08/2010
PR,4121406,REALEZA,03.705.724/0001-29,FEDRIZZE & CIA LTDA," RUA ANTONIO CIECHANOWSKI, Nº 2636  ",CENTRO,06/11/2007
PR,4121406,REALEZA,10.818.087/0001-62,EDILAINE GIUSTI & CIA LTDA," RUA PADRE FERNANDO ZANCHET, 2934  ",CENTRO,18/08/2011
PR,4121406,REALEZA,14.412.752/0001-74,TEREZINHA ELENI PALARO, AVENIDA BRUNO ZUTTION 3155 SALA 01  ,CENTRO,21/12/2012
PR,4121406,REALEZA,80.034.002/0001-30,KIST & POMPERMAIER LTDA, AV BRUNO ZUTTION 3096  ,CENTRO,25/05/2006
PR,4121505,REBOUCAS,02.989.060/0001-04,CRISTIAN ANDERSON MEDEIROS RODRIGUES," AV HONORATO PINTO FERREIRA, 678  ",CENTRO,16/07/2010
PR,4121505,REBOUCAS,02.989.060/0002-95,CRISTIAN ANDERSON MEDEIROS RODRIGUES," RUA ABDALA MIGUEL SARRAFF, 164  ",CENTRO,25/01/2011
PR,4121505,REBOUCAS,09.293.923/0001-53,BITTAR E HIRT COMERCIAL LTDA," RUA ABDALA MIGUEL SARRAF, 280, SALA  ",CENTRO,25/08/2010
PR,4121505,REBOUCAS,12.286.119/0001-51,PAMELA LAZZARI MOLINARI," RUA ABDALA MIGUEL SARRAFF, 280  ",CENTRO,05/09/2014
PR,4121505,REBOUCAS,14.316.101/0001-80,CESAR AUGUSTO FABRIS," RUA JOSE AFONSO VIEIRA LOPES, Nº 260 - LOJA  ",CENTRO,31/10/2012
PR,4121604,RENASCENCA,00.341.109/0001-92,FARMACIA FURLAN LTDA," RUA NEREU RAMOS, 569  ",CENTRO,01/07/2010
PR,4121604,RENASCENCA,03.928.586/0001-47,OCIMAR KNOPF DOS SANTOS FARMACIA LTDA, RUA WENCESLAU BRAZ 256  ,CENTRO,12/03/2010
PR,4121604,RENASCENCA,16.541.227/0001-84,LARISSA F PALLAS & CIA LTDA," R. NEREU RAMOS, Nº 713  ",CENTRO,23/10/2013
PR,4121703,RESERVA,10.697.937/0001-11,UENO SUZUKI RESERVA LTDA, CORONEL ROGERIO BORBA  ,CENTRO,20/09/2012
PR,4121703,RESERVA,10.946.607/0001-12,SIMONE RAIFUR - FARMACIA, Avenida CORONEL ROGERIO BORBA 926  ,CENTRO,30/12/2013
PR,4121703,RESERVA,14.712.188/0001-05,MKA COMERCIO DE MEDICAMENTOS LTDA, ELOY CARLI 476 ,TATUQUARA,06/12/2013
PR,4121703,RESERVA,16.710.201/0001-12,ALVES FARMACIA E DROGARIA LTDA, JOAO TALEVI 553 ,CAETANO MENDES,20/12/2013
PR,4121703,RESERVA,19.156.125/0001-33,JULIANO LENIAR," RUA GENERAL OSORIO, 375 - SALA 01  ",CENTRO,17/06/2015
PR,4121752,RESERVA DO IGUACU,03.650.053/0003-08,FARMACIA SUPRA FARMA LTDA.," AVENIDA XV DE NOVEMBRO, S/N - FRENTE  ",CENTRO,30/12/2013
PR,4121752,RESERVA DO IGUACU,15.494.938/0001-82,FARMACIA FARMA CLARA LTDA," RUA XV DE NOVEMBRO, 243 - SALA 01  ",CENTRO,25/09/2014
PR,4121802,RIBEIRAO CLARO,05.679.507/0001-37,PONTES & RUIVO LTDA," R DR. XAVIER DA SILVA, Nº820, TERREO  ",CENTRO,04/04/2008
PR,4121802,RIBEIRAO CLARO,09.654.830/0001-07,FARMACIA ML ARAUJO LTDA," DR. JOAO PESSOA, 470, PREDIO  ",CENTRO,12/03/2010
PR,4121802,RIBEIRAO CLARO,72.340.524/0001-32,CLAUDIO SAAD, RUA CEL.EMILIO GOMES Nº892  ,CENTRO,07/06/2006
PR,4121802,RIBEIRAO CLARO,76.651.744/0001-38,FARMACIA RIBEIRAO CLARO LTDA, RUA CEL. EMILIO GOMES Nº 886  ,CENTRO,05/06/2006
PR,4121802,RIBEIRAO CLARO,77.654.150/0001-43,A. M. CARNIELI & CIA LTDA, CEL. EMILIO GOMES   ,CENTRO,25/05/2009
PR,4121901,RIBEIRAO DO PINHAL,01.818.557/0001-05,PAULA CRISTINA DE LIMA SIQUEIRA & CIA LTDA," RUA MARIA DE LOURDES NOGARI, Nº 713  ",CENTRO,23/10/2009
PR,4121901,RIBEIRAO DO PINHAL,04.650.377/0001-47,L.C DALLA COSTA & CIA LTDA," RUA ERASMO CORDEIRO, Nº 352  ",CENTRO,15/09/2009
PR,4121901,RIBEIRAO DO PINHAL,04.877.291/0001-51,P C DE L SIQUEIRA COMERCIO DE MEDICAMENTOS, RUA PARANÁ 713 ESQUINA 713 ,CENTRO,31/10/2012
PR,4121901,RIBEIRAO DO PINHAL,13.269.994/0001-98,L. B. SILVA & DANTAS LTDA," RUA SAO PAULO, 984 - FRENTE AO POSTO ANAVIAR  ",CENTRO,20/09/2012
PR,4121901,RIBEIRAO DO PINHAL,17.724.560/0001-91,LIANE YUKI KOYAMA MATSUMOTO - FARMACIA, ERASMO CORDEIRO 42 ,CENTRO,23/10/2013
PR,4121901,RIBEIRAO DO PINHAL,20.115.667/0001-47,R S DE CARVALHO FARMACIA LTDA, SAO PAULO  ,CENTRO,30/06/2015
PR,4121901,RIBEIRAO DO PINHAL,20.617.525/0001-88,FARMADANTAS LTDA, RUA PARANÁ 330  ,CENTRO,09/12/2014
PR,4122008,RIO AZUL,05.670.064/0001-13,ROGERIO JOSE SANTOS - FARMACIA," AVENIDA MANOEL RIBAS, 826  ",CENTRO,01/08/2013
PR,4122008,RIO AZUL,08.414.553/0001-00,DANIELE MARIA SCHVAIDAK FARMACIA LTDA, DR. CAMPOS MELLO 762 ,CENTRO,20/09/2012
PR,4122008,RIO AZUL,10.657.853/0001-54,CINTIA DOMINO SANTOS - FARMACIA," RUA DR CAMPOS MELLO, 885  ",CENTRO,07/05/2013
PR,4122008,RIO AZUL,17.903.647/0001-26,FARMACIA ARV LTDA, R Padre João Salanczyk 260 SALA 1  ,CENTRO,06/12/2013
PR,4122008,RIO AZUL,79.171.229/0001-49,M. O. VALADARES LTDA, Rua GETULIO VARGAS 77  ,CENTRO,22/11/2013
PR,4122107,RIO BOM,04.679.424/0001-85,SUELI MARIA DE SOUZA MELLO," AV. RIO GRANDE DO SUL, 513  ",CENTRO,31/08/2011
PR,4122156,RIO BONITO DO IGUACU,03.746.444/0001-69,JORDANI & SLONGO LTDA, AV DOM PEDRO II 088 SALA 01  ,CENTRO,14/12/2012
PR,4122156,RIO BONITO DO IGUACU,05.141.081/0001-63,RODACKI & DRABECKI LTDA," RUA SALVADOR RAIMUNDO, 214  ",CENTRO,20/06/2006
PR,4122156,RIO BONITO DO IGUACU,95.417.473/0001-03,FARMACIA RIO BONITO LTDA, R XV DE NOVEMBRO 774  ,CENTRO,05/09/2014
PR,4122172,RIO BRANCO DO IVAI,01.734.693/0001-09,SIQUEIRA E SIQUEIRA DROGARIA LTDA," AV RIO BRANCO, S/N - PRÉDIO  ",CENTRO,05/09/2014
PR,4122172,RIO BRANCO DO IVAI,07.474.930/0001-26,FERREIRA FARMACIA LTDA., AV RIO BRANCO S/N  ,CENTRO,25/10/2013
PR,4122206,RIO BRANCO DO SUL,00.143.252/0001-70,RIOBRANFARMA DROGARIA LTDA, CEL. CARLOS PIOLI 80 LOJA TERREO,CENTRO,14/09/2010
PR,4122305,RIO NEGRO,02.596.267/0001-19,FARMACIA E DROGARIA VITAL DE RIO NEGRO LTDA," XV DE NOVEMBRO, Nº 204  ",CENTRO,02/10/2009
PR,4122305,RIO NEGRO,03.793.384/0001-35,FARCOMED PRODUTOS FARMACEUTICOS LTDA," SATURNINO OLINTO, 1.900, SALA 01  ",CAMPO DO GADO,05/05/2010
PR,4122305,RIO NEGRO,03.870.833/0001-00,PERMED MEDICAMENTOS LTDA,RUA CORONEL JOSE SEVERIANO MAIA 1942 ,JD AMERICA,11/10/2013
PR,4122305,RIO NEGRO,05.220.102/0001-36,DVR DROGARIA LTDA," AV GENERAL PLINIO TOURINHO, Nº 2825, SALA 4-A  ",BOM JESUS,25/11/2010
PR,4122305,RIO NEGRO,12.140.320/0001-26,CLEONICE DE FATIMA STAFIN BRUNNQUELL," RUA LUIZ NEPPEL, Nº 1540 - TERREO SALA 01  ",LEJEADO DO CACADOR,17/06/2011
PR,4122305,RIO NEGRO,14.774.083/0001-80,LUCON & CIA. LTDA., travessa SETE DE SETEMBRO 30 centro  ,CENTRO,23/10/2013
PR,4122305,RIO NEGRO,14.971.039/0001-60,MWB COMERCIO DE MEDICAMENTOS LTDA.," RUA JOSE SCHELBAUER SOBRINHO, 2900  ",ALTO,13/08/2013
PR,4122305,RIO NEGRO,73.797.151/0001-96,FARMACIA SCHOLZE LTDA," AVENIDA GENERAL PLINIO TOURINHO, 3243 - SALA A  ",BOM JESUS ,31/10/2012
PR,4122305,RIO NEGRO,84.683.481/0167-66,CIA LATINO AMERICANA DE MEDICAMENTOS," RUA VICENTE MACHADO, 284  ",CENTRO,06/05/2011
PR,4122404,ROLANDIA,00.099.436/0001-80,S. P. S. PRODUTOS FARMACEUTICOS LTDA," AVENIDA EXPEDICIONARIOS, 158 (TERREO)  ",CENTRO,12/09/2013
PR,4122404,ROLANDIA,03.529.639/0001-57,R M SAMBATI & CIA LTDA," RUA REINALDO MASSI, 1333  ",VILA OLIVEIRA,20/01/2011
PR,4122404,ROLANDIA,04.424.235/0001-61,PRIMAFLORA -COMERCIO DE PRODUTOS FARMACEUTICOS LTDA," RUA SANTOS DUMONT, 620 - TÉRREO  ",CENTRO,07/06/2006
PR,4122404,ROLANDIA,05.214.778/0001-17,L. MARCONDES ALVES & CIA LTDA," RUA JEQUITIBAS, 301  ",JD. NOVO HORIZONTE,02/08/2011
PR,4122404,ROLANDIA,06.011.990/0001-40,FARMACIA REMEDIO BRASIL LTDA," EXPEDICIONARIOS, 46  ",CENTRO,05/05/2010
PR,4122404,ROLANDIA,07.754.801/0001-91,ASSIS FARMACIA LTDA," AV ATLANTA, 435  ",JARDIM CALIFORNIA,30/12/2009
